,isbn,rating_count
2939,857154753,187
2940,857154745,38
2941,886777291,76
2942,145651668X,176
2943,1439134308,180
2944,1569763127,388
2945,571226531,4952
2946,573608377,279
2947,046501867X,1159
2948,1857444019,8
2949,1857442393,3
2950,1401230792,559
2951,1742371159,50
2952,230233120,50
2953,1576838323,798
2954,785155198,731
2955,70340323,26
2956,747233667,1237
2957,525947124,131
2958,373285108,7043
2959,026201548X,121
2960,451222261,7922
2961,399254544,191
2962,1855012685,45
2963,4770029357,105
2964,60502886,1030
2965,688165435,21
2966,1841882674,116
2967,1606994417,408
2968,142501492,2109
2969,805015280,33
2970,313294674,188
2971,823038963,25
2972,793805309,150
2973,801885442,20
2974,691002177,78
2975,399226923,277
2976,195102347,21
2977,115264307X,6
2978,019516573X,606
2979,312978324,4088
2980,312357443,1839
2981,1608610519,2709
2982,312932979,2297
2983,312982119,3734
2984,1556524773,17
2985,184119431X,2503
2986,891079270,120
2987,8807490250,53
2988,891079769,73
2989,670871923,4806
2990,1841190594,3215
2991,307377350,391
2992,312983778,1949
2993,8422675692,1035
2994,312972962,7588
2995,312957785,2983
2996,1854878913,3387
2997,140548807,113
2998,60291257,83
2999,399240373,409
3000,043976985X,465
3001,60211334,1470
3002,067401930X,1307
3003,520235339,41
3004,4840135894,58
3005,4048700529,56
3006,373730853,235
3007,749956070,7147
3008,453007449,34411
3009,575083492,415
3010,055380779X,2296
3011,014118678X,3646
3012,823419509,115
3013,307272532,600
3014,1935554476,211
3015,9129431824,84
3016,186105033X,66
3017,2501063996,234
3018,806986433,17
3019,679721134,7031
3020,1580892302,95
3021,874771501,470
3022,738202789,768
3023,1936387271,878
3024,1897299877,99
3025,1609080149,202
3026,088192718X,39
3027,801891701,6
3028,701180013,4767
3029,871544644,35
3030,811730611,15
3031,60159413,35
3032,1101502258,2160
3033,805210814,100
3034,774818239,5
3035,1442601035,15
3036,809137763,91
3037,1920484132,49
3038,1591160359,2107
3039,72226846,109
3040,071267358X,281
3041,520060431,8
3042,1849700796,111
3043,9171493506,563
3044,224090577,3748
3045,1593764006,214
3046,722537301,10
3047,9629961105,28
3048,1593077491,102
3049,802119883,111
3050,670446149,18011
3051,1559392347,39
3052,1559392568,27
3053,764132636,31
3054,159327274X,44
3055,691135592,95
3056,1602822379,402
3057,1934824283,325
3058,963085018,117
3059,982541651,83
3060,015206432X,642
3061,810100142,204
3062,1580170285,258
3063,805464212,44
3064,716789310,530
3065,082542867X,18
3066,882860704,9
3067,4062837676,315
3068,826319602,217
3069,807855251,155
3070,896895432,110
3071,140367667,452
3072,1849350612,75
3073,316057452,2988
3074,373129874,730
3075,1552975924,15
3076,1552975916,8
3077,1550225677,146
3078,399508066,426
3079,1848683308,48
3080,1421538709,7043
3081,758234554,1795
3082,670332356,2259
3083,875084141,8094
3084,935008020,24
3085,091514476X,34
3086,865716811,77
3087,385668295,2863
3088,896937399,493
3089,785151354,1199
3090,586065490,191
3091,262015889,516
3092,1578632935,36
3093,263886328,819
3094,1936387204,958
3095,851777244,0
3096,71362436,12
3097,1421539624,5663
3098,9056627708,8
3099,906500281,44
3100,880505974,248
3101,340993340,4694
3102,193482433X,88
3103,1934824348,429
3104,881924172,792
3105,9896710538,142
3106,1566635365,1596
3107,1440309337,194
3108,1604691999,809
3109,830727892,153
3110,1581960492,205
3111,689841132,9
3112,1592493041,5
3113,159249305X,5
3114,805091963,1181
3115,1576875717,22
3116,72492910,140
3117,525478795,54
3118,471306363,36
3119,1566398495,103
3120,1862056315,25
3121,1581153945,11
3122,8423979741,474
3123,4766117093,96
3124,525952330,1907
3125,1607053519,43
3126,1846270057,140
3127,451233077,12774
3128,9021481197,177
3129,1404867856,54
3130,1604737840,2
3131,545270111,10879
3132,545255198,4062
3133,1615818073,470
3134,521654742,30
3135,887847242,26
3136,137081073,6843
3137,446612715,3960
3138,800731565,391
3139,756617723,364
3140,582264553,468
3141,1592280110,74
3142,1569709009,526
3143,345508025,2020
3144,082451646X,65
3145,015101373X,387
3146,1416524908,773
3147,1844355586,124
3148,984442219,79
3149,385247176,65
3150,1594932549,200
3151,425210626,16470
3152,1884654258,28
3153,1886969493,37
3154,1449401821,150
3155,425215687,25389
3156,345524969,1643
3157,62508113,12093
3158,1451612729,923
3159,9732805307,103
3160,9732805897,29
3161,886820006,6318
3162,1560978848,179
3163,1584300388,290
3164,823416577,50
3165,1440303177,89
3166,848814428,293
3167,1440308683,2155
3168,1565844270,28
3169,1420925539,351466
3170,1609283546,265
3171,830812407,118
3172,751545309,6610
3173,1556612036,274
3174,874779626,85
3175,1595820965,846
3176,1931520216,2398
3177,1903517931,5
3178,385497512,18
3179,373793111,35
3180,373793308,336
3181,373793294,120
3182,373793286,123
3183,373792999,53
3184,373793081,64
3185,373793103,52
3186,373793219,118
3187,373792751,44
3188,373793065,74
3189,60755342,774
3190,231113412,4
3191,671428055,17
3192,1551522306,761
3193,61054437,2076
3194,1935429566,396
3195,1617290084,663
3196,262693224,45
3197,1565845706,11
3198,1403971935,936
3199,1588468194,91
3200,1565043375,121
3201,1561455601,205
3202,679741011,1287
3203,672324547,21
3204,015130548X,135
3205,61859397,1014
3206,1590308190,604
3207,8959951986,199
3208,1439192669,15310
3209,785117911,268
3210,743261232,387
3211,8861592643,94
3212,141022841,2073
3213,878579915,458
3214,1889102180,74
3215,785115382,894
3216,3770472500,428
3217,078511615X,332
3218,199553645,415
3219,752227386,600
3220,679751203,828
3221,1933045302,1326
3222,1935209817,101
3223,9028204652,9189
3224,1573244864,64
3225,679748253,6087
3226,8170669707,2133
3227,1442611715,21
3228,823419320,542
3229,1603427287,120
3230,1442205806,16
3231,671868713,7639
3232,1594733007,121
3233,3453137205,2275
3234,385534736,6965
3235,195176995,110
3236,1610342577,499
3237,262531550,215
3238,804727635,48
3239,836204239,52
3240,807501875,56
3241,1891369903,2087
3242,373129947,329
3243,373129963,819
3244,879979348,59
3245,879976179,69
3246,886771366,80
3247,1426892152,5597
3248,312656874,224
3249,670918113,3809
3250,1434700569,825
3251,898157803,45
3252,316073342,245
3253,199228868,21
3254,801013097,68
3255,193616552X,171
3256,1590787684,192
3257,1563893274,21923
3258,1563895196,16599
3259,1563896176,16622
3260,1603944591,2853
3261,955620651,25
3262,1563894289,18980
3263,806904690,7
3264,1563894904,19597
3265,1864718811,555
3266,1563897156,20169
3267,2189399,123
3268,764201050,8234
3269,2505009724,83
3270,810833565,28
3271,132208733,58
3272,8422664372,620
3273,198525095,37
3274,425110524,110
3275,140341374,85
3276,425111962,96
3277,425112624,73
3278,743456939,34
3279,948699302,2
3280,1591977150,17
3281,912500522,640
3282,915144344,184
3283,1840009438,42
3284,1573440922,4
3285,1849711194,8
3286,61242039,72
3287,1616262346,338
3288,141321210,190
3289,1550229567,313
3290,545270480,376
3291,99426633,86
3292,830814744,11
3293,872202453,12
3294,847820831,31
3295,1444330802,98
3296,141326115,697
3297,1554078148,63
3298,743280652,246
3299,1416902139,93
3300,446677078,523
3301,446615390,479
3302,786958421,8151
3303,2080706128,45
3304,811857980,26
3305,446614955,396
3306,896085791,688
3307,195399072,50
3308,761135480,836
3309,345342763,863
3310,071120991X,47
3311,399154604,6937
3312,1905177445,427
3313,674781198,173
3314,1857442369,13
3315,373767099,92
3316,1554877989,876
3317,373072252,260
3318,877288380,35
3319,1843401878,97
3320,956284035,227
3321,262015447,118
3322,553052489,27
3323,300137095,11
3324,1421536889,2851
3325,345355369,400
3326,426203089,186
3327,140011293,116
3328,310259371,46
3329,6380905,760
3330,345526716,714
3331,1616264780,996
3332,345439945,76
3333,306805855,37
3334,373776039,6389
3335,307446549,1609
3336,1606419404,499
3337,972237402,625
3338,962172596,781
3339,140120688,233
3340,1569479453,850
3341,801022320,124
3342,547149565,1068
3343,552156191,1016
3344,345477626,403
3345,1616143657,495
3346,60973943,971
3347,9511181971,99
3348,1594932492,1194
3349,99433427,1837
3350,141028998,1182
3351,141028602,2679
3352,916219089,15
3353,1610405439,45
3354,1935654233,157
3355,1561708054,154
3356,805449779,31
3357,192922950X,119
3358,525478965,5119
3359,785277218,160
3360,340682272,1247
3361,971024979,2416
3362,345308239,5529
3363,4770018452,281
3364,61053295,801
3365,300117248,61
3366,373876505,158
3367,1848139926,715
3368,553574760,310
3369,031604508X,1828
3370,743417321,18442
3371,446561770,299
3372,345445864,6235
3373,373730861,250
3374,874837804,159
3375,3596506964,245
3376,140005477X,619
3377,307591387,480
3378,1586487965,527
3379,1416589627,903
3380,1847946038,1902
3381,60086254,1264
3382,824829786,10
3383,1416925449,360
3384,252071573,8
3385,809321890,21
3386,141698321X,98
3387,373876556,188
3388,1455806854,76507
3389,1849163847,33020
3390,1844354822,171
3391,887842518,2310
3392,1844355055,127
3393,878881093,16
3394,253207002,2
3395,7111347,3646
3396,252065093,7
3397,1841959561,2465
3398,547576722,17271
3399,863155669,4
3400,184425867X,7
3401,803736983,1362
3402,802138349,399
3403,801896940,67
3404,156097768X,187
3405,9524598841,91
3406,1849083967,11
3407,373177259,77
3408,812925246,565
3409,140137114,248
3410,393326349,1405
3411,1416986340,265
3412,1421539047,548
3413,743491734,526
3414,140006080X,6
3415,321375254,41
3416,470574720,3536
3417,4862638546,284
3418,822335700,19
3419,316882690,1826
3420,913836982,79
3421,321772970,46
3422,330519484,10211
3423,8467476680,941
3424,385342748,986
3425,540087017,87
3426,61922994,1357
3427,521800846,68
3428,1840467207,43
3429,142688544X,35
3430,375423303,774
3431,373292511,129
3432,374529574,566
3433,8562936340,587
3434,8562936014,700
3435,1569245703,581
3436,964639823,258
3437,743262727,1774
3438,307886948,2349
3439,068816983X,45
3440,307887405,5347
3441,3150092876,3615
3442,140442987,916
3443,1570764638,10
3444,037387653X,124
3445,446577189,4630
3446,553818031,3991
3447,1585867330,83
3448,446615242,4839
3449,75548526,1042
3450,140447695,4289
3451,076115700X,55
3452,140441549,1310
3453,1611090342,999
3454,1591169771,913
3455,031242602X,7754
3456,1410612406,53
3457,1907499601,5
3458,785122133,15924
3459,1176288865,24
3460,321316274,298
3461,1172572828,143
3462,300117353,36
3463,785148906,1163
3464,1598746162,12
3465,981393837,9
3466,140444319,1306
3467,800697731,34
3468,671520563,233
3469,140244883,5118
3470,140542760,138
3471,1565235347,15
3472,826350151,87
3473,857154966,118
3474,674055802,208
3475,312668333,134
3476,670065188,724
3477,1570764379,207
3478,976721252,76
3479,1569709114,121
3480,1607379473,798
3481,756406625,554
3482,763656801,5650
3483,1591145244,1369
3484,870212656,51
3485,679407200,42
3486,1569702020,234
3487,547577532,23742
3488,590416022,28641
3489,801072239,153
3490,60505230,1557
3491,1600785980,553
3492,1860468969,148
3493,262562146,196
3494,1416611304,1122
3495,399256245,1497
3496,1451616384,251
3497,192838628,18597
3498,439439817,207
3499,1551455455,30
3500,385491115,8164
3501,133350681,29
3502,140881949X,1571
3503,1571313249,161
3504,1449396100,118
3505,786958375,85
3506,1594773742,17
3507,253205492,179
3508,029596815X,7
3509,691142548,329
3510,892725427,2934
3511,1596380322,51
3512,373022832,47
3513,087728878X,89
3514,670917532,56
3515,877285152,878
3516,761363939,316
3517,451233190,1325
3518,807588164,92
3519,345452909,196
3520,1402740859,435
3521,1568586841,824
3522,8492444339,394
3523,1595479104,8060
3524,1607740141,455
3525,449908208,3865
3526,1609080564,7703
3527,373874162,137
3528,1610401549,512
3529,802422993,211
3530,226620913,93
3531,425242064,203
3532,671501062,398
3533,161039061X,1133
3534,1416534156,332
3535,034081571X,301
3536,2350785122,381
3537,1569719918,584
3538,1569714126,1101
3539,743445643,726
3540,074340050X,1474
3541,671551655,271
3542,743491513,336
3543,1439195242,3845
3544,743418522,646
3545,743445600,851
3546,067101563X,366
3547,1551115654,306
3548,374516316,1231
3549,373775881,12894
3550,037377589X,5678
3551,345481402,1908
3552,1573446599,97
3553,1616281200,35
3554,1845966600,43
3555,1610342615,581
3556,415933188,12
3557,983155402,243
3558,1596913991,4445
3559,1577319524,141
3560,226965279,448
3561,316125156,1328
3562,226965295,439
3563,824828933,21
3564,1849390495,19
3565,1594741158,421
3566,71752854,8943
3567,2849659320,348
3568,226568393,1039
3569,1605422304,1938
3570,1551990288,31
3571,1421539683,3382
3572,830838260,459
3573,140132357X,201
3574,743202759,1960
3575,1590210433,278
3576,61875031,6240
3577,61875767,781
3578,8185787123,735
3579,801864968,160
3580,253211131,22
3581,1576833380,99
3582,9089640193,4
3583,1934287377,254
3584,373803397,1272
3585,375509038,336
3586,1609611063,1497
3587,9174370685,79
3588,609801724,1207
3589,671836579,11
3590,857382950,1542
3591,807831557,84
3592,312212127,30
3593,1440308136,31
3594,1452087253,115
3595,1847390439,8381
3596,3442126312,8
3597,1553376676,115
3598,1553375742,309
3599,449909573,83
3600,1879664011,203
3601,1616082720,262
3602,684872730,2846
3603,1421538229,3815
3604,61958867,171
3605,373861990,82
3606,199560234,249
3607,1933809175,73
3608,312358997,237
3609,1874739390,25
3610,316365521,1842
3611,199566844,637
3612,316166863,547
3613,425210243,3260
3614,1600783414,170
3615,1556342063,70
3616,306819627,345
3617,801090512,27
3618,373876653,128
3619,1565040422,94
3620,1565848772,15
3621,879462809,69
3622,037373087X,51
3623,1250000238,20271
3624,758218540,466
3625,373296495,364
3626,425198774,3587
3627,262541483,105
3628,330319582,5414
3629,873893700,117
3630,884270890,219
3631,1844677206,290
3632,596009631,32
3633,822541769,11
3634,785151486,523
3635,30420660,105
3636,093752400X,53
3637,810994399,43
3638,1554878020,1256
3639,435232800,419
3640,1596434686,995
3641,385531737,3932
3642,486202763,320
3643,415914191,139
3644,1935726013,42
3645,159474517X,345
3646,1564580644,127
3647,803719299,24
3648,085768289X,302
3649,465028829,387
3650,689876106,517
3651,080907821X,1467
3652,1451614225,1651
3653,778312496,796
3654,373815573,420
3655,521192609,19
3656,380820838,8507
3657,596008945,151
3658,1612130224,2834
3659,1568989369,341
3660,1423147952,41301
3661,156927942,2857
3662,006197868X,710
3663,020161586X,1851
3664,1891389130,74
3665,198520743,27
3666,484013328X,458
3667,9810241054,31
3668,792776283,602
3669,684813025,394
3670,2290302864,1086
3671,470039205,2493
3672,61075620,38
3673,1609801342,123
3674,805093508,569
3675,330307363,568
3676,1740599705,189
3677,802312993,89
3678,873496434,54
3679,801983991,2
3680,333599578,237
3681,093208625X,11
3682,321062841,21
3683,436220547,2790
3684,1610342623,836
3685,300120176,247
3686,1610343026,943
3687,1741042860,133
3688,5170223765,1146
3689,330419722,578
3690,1178082148,12
3691,8756794002,304
3692,800734661,1406
3693,764206222,6310
3694,764209493,6361
3695,076420498X,6572
3696,1616264918,78
3697,764207857,675
3698,764209035,1293
3699,764208330,3824
3700,800734165,1899
3701,800734629,2494
3702,1400030277,884
3703,618492402,597
3704,465019587,137
3705,067973869X,1695
3706,1590174445,251
3707,1589258525,271
3708,345479173,17760
3709,1439103186,901
3710,395822793,243
3711,615395937,5
3712,023075063X,8149
3713,1442203110,365
3714,1429992743,56
3715,140562222,88
3716,9512641801,24
3717,195166094,212
3718,691010285,215
3719,019503869X,967
3720,571277217,931
3721,1403973865,122
3722,979690137,31
3723,980741866,200
3724,966062124,4
3725,756407753,6069
3726,671673254,1386
3727,307890627,58
3728,307890600,459
3729,807834491,127
3730,1611240751,1282
3731,61875694,440
3732,688037216,1147
3733,1605294683,85
3734,802795714,264
3735,312306245,610
3736,759296936,162
3737,152009019,1714
3738,1606412426,374
3739,61719145,260
3740,1861890095,7
3741,300167601,428
3742,145632781X,118
3743,1550229435,1515
3744,451451996,338
3745,805048030,120
3746,439395143,1113
3747,939149486,74
3748,521219078,10
3749,1596682825,32
3750,71362967,189
3751,764204157,1994
3752,076420923X,1278
3753,61131628,11611
3754,375858970,851
3755,807000744,37
3756,1405221747,15546
3757,252073711,6
3758,8845257991,605
3759,60594454,1042
3760,1848187432,661
3761,1569754616,1069
3762,60872608,1925
3763,451209710,560
3764,865733449,5
3765,786886307,29847
3766,1606994565,1255
3767,1421540347,7921
3768,282030026X,7291
3769,618344586,8556
3770,816654514,122
3771,226739309,46
3772,803286198,12
3773,8876419470,519
3774,982700873,436
3775,746027192,26
3776,1844083144,68
3777,860684334,112
3778,465016332,569
3779,525471200,451
3780,307886263,441441
3781,385526261,64551
3782,330536265,9272
3783,307379183,4768
3784,471159603,15
3785,439918502,2989
3786,700608389,236
3787,786816570,226
3788,822332973,179
3789,1610342453,293
3790,61969621,420
3791,62027875,12013
3792,2130438067,49
3793,312649630,174
3794,946626987,213
3795,1590787692,260
3796,916870375,127
3797,803614543,232
3798,226104036,5943
3799,340997419,5485
3800,1844086429,28
3801,3868692622,802
3802,60557125,1728
3803,1933405201,223
3804,1596680288,498
3805,671751565,76
3806,1616082208,82
3807,60218053,12234
3808,4770017073,22
3809,439681413,854
3810,801091845,110
3811,3836523930,98
3812,1430233869,4
3813,1609284224,54
3814,307461270,64
3815,810874261,4
3816,887345816,5215
3817,373731078,125
3818,195162315,51
3819,226264033,103
3820,263889653,861
3821,375758208,163
3822,1569755736,317
3823,61066095,267
3824,1571201548,18
3825,877842752,50
3826,674046846,86
3827,1581807708,3044
3828,1578564239,192
3829,830732551,179
3830,307889246,692
3831,1594202990,11476
3832,689040342,12563
3833,037379603X,96
3834,373277253,72
3835,1610340582,1116
3836,385740395,1212
3837,373796307,35
3838,193565425X,950
3839,1452815720,968
3840,140440755,14246
3841,1905723628,11
3842,143469500X,77
3843,470627603,17809
3844,1609283821,4652
3845,052184150X,8
3846,99484226,1745
3847,742511480,11
3848,759105413,15
3849,1593764065,187
3850,1421538334,3660
3851,762441925,792
3852,933050461,240
3853,879517204,17
3854,373796064,60
3855,8811669146,39
3856,307586677,182
3857,1598530127,429
3858,3833157364,21
3859,345521080,11838
3860,679772898,13682
3861,306812665,155
3862,345497430,1938
3863,674049454,42
3864,787910090,105
3865,044122332X,4119
3866,1841491853,736
3867,5782700726,7365
3868,451232178,347
3869,8496080072,809
3870,1554071739,12
3871,1584350989,442
3872,1409247163,8
3873,195174704,60
3874,671649868,49
3875,1934964670,1872
3876,1846057647,31266
3877,743295579,155
3878,749746904,1934
3879,9881732883,24
3880,1610342917,3071
3881,1841482870,299
3882,1841487023,222
3883,190523662X,322
3884,609806920,178
3885,785155600,133
3886,8437606306,149
3887,1597266884,5
3888,1616144157,67
3889,823422690,26
3890,743406516,644
3891,743284488,422
3892,441892256,28
3893,152061452,378
3894,1406732753,2
3895,99507072,874
3896,99552612,2385
3897,596009429,95
3898,60958014,7960
3899,60962798,277
3900,019973495X,222
3901,1564783413,168
3902,811212777,406
3903,60964774,93
3904,395562384,90
3905,1608201856,157
3906,9707100117,549
3907,1606842218,7361
3908,811735516,19
3909,1569701792,94
3910,263757455,5
3911,263755916,6
3912,263738051,16
3913,545175321,9599
3914,1421536919,814
3915,159514398X,53172
3916,1595143998,32600
3917,806948698,77
3918,5425032501,18
3919,1936183943,417
3920,373210647,3188
3921,1903254418,179
3922,1903254361,71
3923,142420107,3715
3924,521301289,5
3925,192835734,519
3926,609603302,485
3927,316525650,248
3928,195049683,29
3929,786712503,642
3930,946719772,10
3931,688129587,400
3932,813014034,48
3933,1845194586,8
3934,1445600439,174
3935,1605292648,209
3936,226384683,12
3937,1935429256,1167
3938,4592192362,1366
3939,1882308115,38
3940,1403964165,228
3941,1770410589,591
3942,030772042X,1043
3943,1403961506,64
3944,1413313140,35
3945,746073542,19
3946,375423338,192
3947,1934129488,45
3948,935180087,244
3949,822333708,26
3950,977616673,151
3951,263886409,340
3952,263886433,86
3953,933852533,89
3954,1877853259,50
3955,195312112,298
3956,700609342,128
3957,187785316X,33
3958,872497615,11
3959,043994371X,3771
3960,28657187,10
3961,1907681051,333
3962,373287771,4
3963,807003174,133
3964,60011602,715
3965,373796013,424
3966,1770098690,14
3967,8408049755,268
3968,1934964441,655
3969,2205065246,207
3970,821221965,110
3971,752439421,111
3972,155661375X,179
3973,451168178,1582
3974,61061204,7102
3975,761388656,4886
3976,520071964,333
3977,006202471X,6690
3978,870409743,35
3979,159474520X,279
3980,061540751X,30
3981,750939656,708
3982,553807919,23292
3983,345524055,1954
3984,054731583X,3253
3985,552108898,1729
3986,1609283686,84
3987,201733862,214
3988,1402253540,321
3989,752414380,8
3990,307356442,273
3991,1567692117,107
3992,345456505,337
3993,373296320,660
3994,1408129884,20
3995,935952136,165
3996,1932031669,128
3997,385080379,29
3998,385608586,258
3999,789315114,156
4000,1593251831,190
4001,1610342224,20
4002,415159830,20
4003,805065539,592
4004,1600101070,492
4005,785156356,319
4006,1599906406,724
4007,312613415,1940
4008,312612540,191
4009,399143653,534
4010,60851422,103
4011,60923083,180
4012,374205183,93
4013,907871011,78
4014,811732088,870
4015,3842000065,4318
4016,801494184,129
4017,374349053,4183
4018,1844350711,438
4019,853452903,78
4020,321210263,851
4021,037328991X,54
4022,1907222014,243
4023,415570581,5
4024,415954770,60
4025,1586485199,2189
4026,373289359,79
4027,415927625,35
4028,307593312,217854
4029,1594202958,3519
4030,000729932X,460
4031,786957360,110
4032,62076116,30392
4033,080785560X,10
4034,521702380,30
4035,081662089X,378
4036,1583146261,65
4037,1901447049,42
4038,8879834428,910
4039,9622018599,546
4040,786816732,2947
4041,307458857,2500
4042,857661698,144
4043,857661841,243
4044,373116586,92
4045,1578632943,153
4046,1564148319,64
4047,723500835,8
4048,1578632803,62
4049,1907332790,57
4050,70220166,21
4051,1595540423,551
4052,1567184561,140
4053,1616082267,876
4054,393310353,3156
4055,1565235649,23
4056,1592536824,38
4057,1609080106,84
4058,1442209275,493
4059,813336619,21
4060,097549421X,5
4061,2080304526,9
4062,345481038,2481
4063,333532090,4
4064,1590170342,2414
4065,4757531443,46
4066,4757530005,44
4067,4757528787,46
4068,1566633192,163
4069,1578567734,1840
4070,742557057,57
4071,1576737330,76859
4072,078515289X,1782
4073,1596436018,2217
4074,1118008189,4174
4075,300125356,243
4076,61146595,66
4077,380716550,468
4078,984493212,1137
4079,380802708,160
4080,158180055X,66
4081,345466330,478
4082,1856696642,15
4083,786407883,2
4084,892131144,260
4085,1581808798,2831
4086,9171491708,290
4087,1605215864,92
4088,801893577,6
4089,415171830,169
4090,345466152,485
4091,835608913,62
4092,345464664,447
4093,345464559,484
4094,078694725X,123
4095,1408308819,544
4096,1599482649,50
4097,1846553989,453
4098,1884997139,70
4099,030759176X,2011
4100,345464583,609
4101,807857696,33
4102,027550770X,13
4103,763789968,12
4104,393062058,541
4105,140044469,2152
4106,1570628181,355
4107,1570627649,128
4108,1906931291,650
4109,230704255,794
4110,9898424167,87
4111,1559706007,284
4112,451220986,1722
4113,312193637,390
4114,807608610,21
4115,671002201,721
4116,1894031911,186
4117,345464621,486
4118,1101529334,952
4119,374271569,12417
4120,080506950X,558
4121,140039856,1892
4122,738214884,12
4123,345445821,475
4124,1568713126,16
4125,385528078,19604
4126,316042757,104
4127,961567406,4
4128,345441095,750
4129,345331184,1390
4130,1429926007,533
4131,034538170X,649
4132,934546606,8
4133,811878929,54
4134,345443829,5600
4135,1936490048,24
4136,375806814,357672
4137,345464672,943
4138,312614209,1959
4139,345475615,896
4140,671685422,2305
4141,873382102,245
4142,1852425350,170
4143,1585746339,203
4144,789208911,2
4145,1590172248,240
4146,345370295,1527
4147,521003482,122
4148,312676417,139
4149,373862016,293
4150,547350635,1278
4151,678031762,13
4152,736083863,392
4153,1429927070,154
4154,688040683,183
4155,753504588,23
4156,009947266X,330
4157,451216288,424
4158,717133079,47
4159,159955478X,62
4160,596100299,299
4161,199750998,26
4162,1936719002,13141
4163,439969301,1069
4164,373184921,367
4165,1844250180,164
4166,1553370686,20
4167,306819589,959
4168,9798083806,16
4169,1565921267,6
4170,1615818065,2605
4171,386984129X,79
4172,1741213576,7
4173,440462762,627
4174,440462894,642
4175,2825109932,738
4176,545290147,13309
4177,374361746,1098
4178,8177666517,1419
4179,158834309X,615
4180,312863276,387
4181,1118007522,314
4182,857661604,479
4183,1550924664,52
4184,764146289,73
4185,500289220,18
4186,9750813863,688
4187,373019149,34
4188,803233620,69
4189,521600502,9
4190,144020425X,17
4191,786710845,220
4192,64430103,1908
4193,871164191,18
4194,1454700270,5
4195,231500467,47
4196,805494774,10
4197,877842744,23
4198,1847921140,4039
4199,785156372,43
4200,143422225X,30
4201,1609281209,136
4202,1615818332,1136
4203,076363364X,195
4204,451450728,3362
4205,1615817964,543
4206,373306121,206
4207,61963178,1638
4208,1442422734,124
4209,1554536200,188
4210,158008334X,227
4211,1616143835,43
4212,440415802,12927
4213,198069928,27
4214,883042997X,2724
4215,773538631,354
4216,446582603,4986
4217,307586650,332
4218,440236568,89
4219,1577319443,649
4220,1421538512,3319
4221,486236838,19
4222,736930108,318
4223,764209396,3838
4224,307398242,24
4225,814766781,68
4226,1439184461,8398
4227,1890774561,105
4228,471202835,44
4229,374372780,314
4230,942540166,86
4231,143038834,82
4232,893860255,89
4233,1551116057,112
4234,080147289X,14
4235,316313076,2119
4236,393328201,395
4237,174275001X,20561
4238,1416949305,2280
4239,160468013X,17
4240,816639078,8
4241,1608998118,10
4242,1416941819,29
4243,230247806,52
4244,385513119,7466
4245,1400065062,119
4246,881255416,21
4247,575074876,4079
4248,575070692,556
4249,91943779,290
4250,1854875302,1857
4251,375705090,12301
4252,811846008,27
4253,806985119,24
4254,307381056,14
4255,140195998,640
4256,1885203292,181
4257,4048685996,174
4258,184046433X,414
4259,1849025479,516
4260,1605293822,240
4261,553296345,16162
4262,1400044138,343
4263,521539927,10
4264,415324882,36
4265,452281261,331
4266,446584843,1128
4267,1561453927,238
4268,786838590,1720
4269,470903244,131
4270,897335430,20
4271,1616264381,149
4272,312558473,4379
4273,373618603,128
4274,156005158,117
4275,771025335,228
4276,838908942,7
4277,1846142512,1305
4278,373514387,45
4279,9144020562,38
4280,098307920X,127
4281,373514107,50
4282,1843405725,35
4283,1604864206,24
4284,743462688,159
4285,345519515,24071
4286,1421507129,1024
4287,1421508257,1007
4288,1591168457,1664
4289,1591162149,5164
4290,1591163897,1455
4291,1591162270,1814
4292,1591161444,1619
4293,1591165024,1178
4294,1591162289,1568
4295,1557254818,160
4296,310492904,87
4297,687645549,463
4298,057121410X,877
4299,1101566906,2876
4300,8806133063,52
4301,1608192709,169
4302,307720403,132
4303,140520060X,1293
4304,860096599,6
4305,745955495,881
4306,1556435258,36
4307,886777224,49
4308,1594202796,980
4309,373117507,12
4310,449218376,12
4311,373105835,8
4312,373032412,11
4313,263715566,22
4314,373015925,17
4315,373023162,49
4316,373013965,9
4317,373021925,13
4318,037302052X,28
4319,373112181,20
4320,373111568,6
4321,373032013,9
4322,051510471X,13
4323,037361862X,273
4324,821725491,17
4325,449502325,121
4326,373310021,9
4327,553217674,17
4328,373300530,6
4329,373186576,22
4330,449501639,12
4331,373187246,48
4332,375840850,3503
4333,978050908,124
4334,553440330,15
4335,048620054X,220
4336,811874443,56
4337,312622856,1032
4338,61670871,11136
4339,61673455,581
4340,61130400,7398
4341,1426308655,44
4342,9516431356,202
4343,575097604,51073
4344,857682873,1096
4345,857682881,302
4346,1561487007,350
4347,781406021,1056
4348,1844095495,10
4349,140252045,22
4350,915361604,121
4351,1843346087,8
4352,1402772092,175
4353,1451645341,670
4354,1591843774,359
4355,081182778X,8721
4356,1578631009,27
4357,689857977,17721
4358,312948468,1922
4359,1930997205,84
4360,875522017,1730
4361,1568821271,105
4362,1565125819,1547
4363,140294341,7873
4364,300122578,171
4365,140546138,240
4366,952926067,108
4367,1423157192,7501
4368,769202225,2320
4369,762439408,269
4370,345439066,2400
4371,9796554380,170
4372,9795118498,151
4373,140319301,315
4374,786024992,276
4375,786023619,400
4376,1862041008,72
4377,545297052,1150
4378,1898307156,22
4379,877287473,84
4380,1855381052,34
4381,316363014,88
4382,1841727032,8
4383,1550749668,4
4384,767921747,1136
